aas	ay
paradox	paradox	paradoxical
paradoxie	paradox
paradoxon	paradox
paraffin	paraffin
paragraph	paragrapher	paragraph
paraguay	paraguay
paralytisch	paralytic
parameter	parameter
parameter	parameter
parametrisch	parametric
parasitär	parasitical
parasitisch	parasitic	parasitically	parasitical
paratyphus	paratyphoid
pärchen	perch	parch
pardon	pardon
parieren	paring	parish
paris	parish	paris
parität	parity	party
park	park	dark
pärke	park	perk
parken	park	darken
parlament	parliament
parodie	parody
parole	parole	parol	paroles
paroli	parole
parser	parse
part	party	part
partei	party	parte
parterre	porter	parterre
partie	party	part	partie
partiell	partially	partial
partikulär	particular
partisan	partisan
partizip	participle
partner	partner
partnerschaft	partnership
party	party
pascal	pascal
pascha	pasha
paß	pass
passabel	passable
passage	passage
passagier	passage
passant	passant
passau	passe
pässe	pass	passe	pest
passen	passed	pass
passieren	passing	pass
passion	passion
passiv	passed	passive	passing
passivität	passiveness	passivity
passivum	passive	passant
passung	pass
paste	paste	past
pastor	pastor
patagonien	patagonia
pate	pate	pat	pater
patent	patent
patent	patent
patentieren	patent
pater	pater	paper	pur
pathetisch	pathetic
pathologie	pathological	pathology
pathologisch	pathological
pathos	pathos	path
patient	patient
patriarchalisch	patriarchic
patriarchat	patriarchy
patriot	patriot	patriotic
patriotisch	patriotic	patriot
patrizier	patrician	patria
patrone	patron
patronin	patron
patrouille	patrol
patsche	patch
patzen	patten
patzer	patter	patzer	patten
pauschal	pause
pausen	pause
pausieren	pause
pazifik	pacific
pazifisch	pacific
pazifist	pacifist
pazifistisch	pacifistically
pedal	pedal	pedant
pedantisch	pedant	pedantic	pedantically
pein	pain	rein	pen
pekinese	pekinese
pelerine	pelerine
pelikan	pelican
pelz	pelt
pendant	pendant
pendel	render
pendeln	render
penetration	penetration
pennsylvanien	pennsylvania
pension	pension
pensionär	pensionary
pensum	pense
pentagon	pentagon
per	per	pere
perfekt	perfect	perfection
perfektion	perfection
perfektionist	perfectionist
periode	period
periodisch	periodic	period
peripher	periphery
permanent	permanent
permanenz	permanence
permutation	permutation
perplex	perplex
perser	persian	persia
persien	persia	persian
persiflage	persiflage
persisch	persian
persistent	persistent
person	person
personal	personate
perspektive	perspective
pertinax	pertinax
peru	peru
pervers	perverse	pervert
perversität	perversity
pesete	peseta	reset
pessimismus	pessimist	pessimism
pessimist	pessimist
pessimistisch	pessimistic
pest	pest	pester	rest
petition	petition
pfennig	pfennig
phantasie	phantasy
phantast	fantastic
phantasterei	phantasy
phantastisch	fantastic
phantom	phantom
pharmakologie	pharmacology
pharmakologisch	pharmacology
pharmazeut	pharmacist
pharmazie	pharmacology	pharmaceutical	pharmacon
phase	phase	phasis
phenol	phenol
philatelist	philatelist
philologe	philologer
philosoph	philosopher	philosophic
philosophisch	philosophic
phon	phone	phon	phonic
phonetik	phonetism
phonetisch	phonic	phonetic	phonetism
phonograph	phonography
phosphat	phosphate
photo	photo	photography
photoelektrisch	photoelectric
photograf	photographer	photograph
photografisch	photographically	photographic
photographie	photographic
photographisch	photographically	photographic
phrase	phrase	phrases
physik	physic	physics	physicism
physiker	physic
physiologe	physiologic
physiologie	physiological	physiologic
physiologisch	physiologic	physiological	physiologically
physisch	physic
pianist	pianistic	pianist
piano	piano
pickel	picker
picken	pick	picked
piepen	peep	pep
pietät	piety
pigment	pigment
pikant	pier
pilger	pilgrim
pille	pill
pilot	pilot
pilotieren	pilot
pils	pile
pilz	pelt
pinie	pine	pin
pinsel	pins
pionier	pioneer
pioniertat	pioneer
pionierzeit	pioneer
pipeline	pipeline
pipette	pipette	pipe
pirat	pirate	piracy
pirsch	parse
pissoir	pissoir
pistazie	pistacia	pistachio
piste	piste
pistole	pistol
pixel	pixel
pizza	pizza
pizzeria	pizzeria
placebo	placebo
plagen	played	plage
plagiat	plagiary
plakat	placation	placate
plakativ	placation
plakette	place
plan	plan	plane	plant
pläne	plane	plan
planen	plan	plane
planer	plan	plane	planner
planet	planet
planierung	plane	plan
planke	plank
planung	plan	planning
plasma	plasma	plasm
plasmen	plasm	plasma	plasmic
plastik	plastic
plastisch	plastic	plastically
plateau	plateau
platin	plate	plating
platine	plate
platonisch	platonic
platt	plate	plat	platte
platz	plat
plätze	plat	platte
platzen	platte
playback	playback
playboy	playboy
plazieren	place
plebejer	plebeian
pleite	plait
plenum	plenum
plombieren	plomb
plot	plot
plotten	plot
plotter	plotter
plump	plump	plumping
plünderer	plunderer	plunder
plündern	plunder
plünderung	plunder
plural	plural
pluralistisch	pluralistic
plus	plus	ply	plush
plüsch	plush	plus
pluto	pluto
plutonium	plutonic
plymouth	plymouth
pneu	pre	nee
pneumatisch	pneumatic
po	po
pocken	pock	pocked
podien	body
podium	pod
poesie	poetic
poet	poet	poetic
poetisch	poetic
pointe	point	points	pointer
pointiert	point	pointed	pointing
poker	poker	post
pokern	poker
pokert	poker
pol	pole
polar	polar
polarisieren	polaris
polarität	polarity
polemik	polemic
polemisch	polemic
polen	pollen	pole
police	police
polieren	polish
polig	polish	pole
politik	policy	politic
politiker	politic
politisch	politic
politur	politic
polizei	police
polizist	police
polle	pollen	poll
polster	bolster
poltern	porter
polymer	polymer
polynesier	polynesia	polynesian
polypen	polyp
pomade	pomade
pomp	pomp
pompös	pompous
ponton	pontoon
pony	pony
pool	pool
pope	pop	pope
populär	popular
popularität	popularity
population	population
pore	pore	bore
porös	porous	porose
portabilität	portability
portier	porter	porte
portieren	port
portierung	port
portion	portion
portland	portland
porto	porte
portrait	portrait
porträt	portrait
porträtist	portraitist
portugal	portugal
pose	pose
posieren	pose
position	position
positiv	positive	positional
posse	post	posse
possessiv	possessively
post	post	poster
postalisch	postal
posten	post
poster	poster	porter	post
postiert	post
postkarte	postcard
postscript	postscript
postulat	postulate
potent	potent
potentat	potent
potentiell	potential
potentiometer	potentiometer
potenz	potent	potence	potency
präambel	preamble
prädestination	predestination
präfekt	prefect
präferenz	preference
prag	pray	prague
pragmatisch	pragmatic
prägnant	pregnant
prägnanz	pregnancy	pregnant
prähistorisch	prehistoric
präjudiz	prejudice
präjudizieren	prejudicate
praktisch	practically
prälat	prelate
praline	praline
präludium	prelusive
prämie	premier
prämieren	premier
pranke	prance	prank
präparat	preparation
präparieren	preparing
präsent	presentation	present
präsentation	presentation
präsentieren	presenting
präsenz	present	presence
präsident	president
präsidentiell	presidential
präsidentschaft	presidentship
präsidien	presidium
präsidieren	preside
präsidium	presidium	preside
prätentiös	pretentious
präventiv	preventive
praxis	praxis
präzis	precis	precise
präzise	precis	precise
präzisieren	precis
präzision	precision
predigen	price
predigt	predicate	predication
preis	prey
premier	premier
premiere	premier
presbyterianer	presbyterian
pressen	pressed	press
pressieren	press
pressung	press
prestige	prestige
prickeln	prickle	prickling
pries	pris
priester	priest
priesterlich	priestly
prima	prima	prime	prim
primär	primer
primat	primate
primitiv	primitively	primitive
primus	primus	prim	primo
print	print
prinz	print	prince	princess
prinzip	principle	principe
priorität	priority
prismen	prism
privat	privative	privacy
privileg	privilege
privilegiert	privileged
proben	proven	probe	proved
probieren	prove	proven
problem	problem
problematisch	problematically
produkt	production	product	productive
produktion	production
produktionslinie	production
produktiv	productive	production
produktivität	productivity	productiveness
produktlinie	product
produzieren	producing	product
professionell	professional
professor	professor
profil	profile
profit	profit
prognostiker	prognostic
prognostisch	prognostic
programm	program
programmieren	programming
programmierer	programmer
programmierung	programming
programmierzeit	programmer
progression	progression
progressiv	progressive
prohibitiv	prohibitive
projekt	project
projektion	projection
projektor	projector
proklamation	proclamation
prokura	procure
prokuren	procure
prokurist	procure
proletariat	proletariat
proletarier	proletarian
proletarisch	proletary
prolog	prolog
promenade	promenade
prominenz	prominence
promotion	promotion
prompt	prompt
propagandist	propagandist
propagieren	propagate
propagierung	propagation
propeller	propeller
prophet	prophet
prophetisch	prophetic
prophylaktisch	prophylactic
proportion	proportion
proportioniert	proportionate
prosa	prosy	prose
prosaisch	prosaic	prosaically
prospekt	prospective	prospect
prostata	prostate
protein	protein
protektion	protection
protektor	protector
protest	protest
protestant	protestant
protestieren	protest
protokoll	protocol
proton	proton
prototyp	prototype
provinz	province
provinziell	provincial
provision	provision
provisorium	provisory
prozedural	procedural
prozeß	process
prozessieren	processing	process
prozession	processing
prozessor	processor
prüde	prude
prüder	prude
prüdeste	prudent
pseudonym	pseudonym
psyche	psyche	psych
psychiatrisch	psychiatric
psychisch	psychic
psychologe	psychologist
psychologie	psychology	psychological
psychologisch	psychologically
psychopathisch	psychopathic
pub	pub	pubic
pubertät	puberty
publik	public	publico
publikation	publication
publikum	public
publizieren	publish
pudding	pudding	budding
pudel	pudder	puddle
puder	pudder
pudern	pudder
puffer	buffer	puffer	puffed
puffern	buffer	puffer
pulk	bulk
pullover	pullover
puls	pulse	pule
pulsieren	pulse
pult	pelt
pulverisieren	pulverization
puma	puma
pump	pump	bump
pumpen	pump	bump
punk	punk	bunk
punkt	punt
punktieren	bunting
punktum	punctum
pupille	pupil
puppe	puppet
pur	pur	pure
püree	puree
purist	purist
puritanisch	puritan
purpur	purpure	purple
pusten	pussy
pute	put
puter	put
putsch	butch
pütt	put	putt	putty
putz	put	putt	but
putzig	putting
pygmäe	pygmy	pigmy
pyjama	pajama
pyramide	pyramid
quadrant	quadrant
quadrat	quadrate
quadratisch	quadratic
quäker	quaker
qual	quality
qualifikation	qualification
qualifizieren	qualification
qualifiziert	qualified
qualität	quality	qualities
qualitativ	quantitative
qualm	qualm
qualmen	qualm
quant	quantity
quantität	quantity
quantitativ	quantitative
quarantäne	quarantine
quark	quark
quart	quart
quartier	quarter
quarz	quartz	quart
quasar	quasar
quasi	quasi
quebec	quebec
queensland	queensland
quer	query	qua
quere	query
querelen	quarrel
quirl	quire
quitt	quit	quite
quitte	quit	quite
quiz	quiz
quote	quote	quot
quotient	quotient
quotieren	quot
quotierung	quot
rabat	rabat	rebate
rabatt	rabat	rebate
rabe	rave	raven
rad	rad	cycle
radar	radar
räder	red
radian	radian
radiation	radiation
radien	radium	radian
radieren	radian	rad	radish
radierung	radiation
radieschen	radish
radikal	radical
radio	radio	radiography
radium	radium	radio	radius
radius	radius	radio
radon	radon
rads	radial
raffen	raff
raffinerie	refinery
raffinieren	refining	refine
raffiniert	refined
ragen	rag	rage	raging
ragt	rate	rat	rath
rain	rain	rains	ray
räkeln	recur
ral	rally	rant	rate
rally	rally
rammen	ramble	rama	ram
rampe	ramp
rande	rand
ränder	render	rend
rändern	render
rang	range	rank	ration
rang	range	rank	ration
ränge	rain
rangieren	ranging	range	ranger
ranken	rank
rannte	rand
rapid	rapid
rapport	rapport
raps	rap
rar	rare
rarität	rarity
rasch	rash	rase
rascheln	rasher
rasen	rase
rasieren	razing	rating
rasiert	razing
rasse	race	rate
rasseln	rasher
rast	raster	rast	rase
rasten	raster
raster	raster
rastermaß	raster	rasher	rasper
rastet	raster
rat	rat	rate	rath
raten	rate	rating	rat
ratifikation	ratification
ration	ration	rating	ring
rational	rationality	rationally
rationalisierung	rationalization
rationell	rationally
rationieren	ration
rationierung	ration
ratlos	rats
ratte	rate	rat	rattle
rattern	rat	ratten
räudig	rending
raum	room
raupe	roup
ravenna	ravenna
razzien	razzia
reagieren	react
reaktion	reactionist	reaction
reaktionär	reactionist
reaktionär	reactionist
reaktiv	reactionist	reactive
reaktor	reactor
real	real	really
realismus	realism	realist	reality
realist	realistic	realist
realistisch	realistic	realistically
realität	realty	reality	real
rebell	revel	rebel
rebellieren	revelling
rebellion	rebellion
rechen	rep
recherche	recherche
rechtmäßig	restive
reck	reck	rick
recken	reck	rick
recycling	recycling
redakteur	redactor
redaktion	redaction
redefinition	redefinition
reden	red
redet	redet	reset
redlich	redly
reduktion	reduction
redundant	redundance
redundanz	redundance	redundancy
reduzieren	reduce
reduzierung	reduce
reeder	reed	reader
reederei	reader
reell	really	real	reel
referat	refer
referendum	referendum
referent	reference
referentiell	referential
referenz	reference
referenzzeit	reference
reflation	reflation
reflektieren	reflecting
reflektion	reflection
reflektiv	reflective
reflektor	reflector
reflex	reflex
reflexiv	reflexive
reformation	reformation
reformer	reformer
refugium	refuge
regal	regal	regally	regality
regalien	regal	regalia
regatta	regatta
regeln	regur
regeneration	regeneration
regenerierung	regeneration
regent	regent
regentschaft	regentship
regie	region
regime	regime	regimen
regiment	regiment
region	region
register	register
registratur	registration
registrierung	registration
regler	regle
regnen	regna
regreß	regress	regress
regulär	regular
regularität	regularity
regulativ	regulation
regulieren	regulation
regulierung	regulation
reich	reich
reich	reich
reichen	reich
rein	rein	rain	reins
reis	reis	reise
reisen	reise	raised
reizen	reise
reklamation	reclamation
rekonstruieren	reconstruction
rekonstruktion	reconstruction
rekord	record
rektor	rector	rectory
rektorat	rector
relais	relay	release
relation	relationship
relativ	related	relative
relativität	relativity
relevant	relevant
relevanz	relevance	relevancy
relief	relief	relievo
religion	religion
religiös	religious
religiosität	religiousness
relikte	relict
remis	remis	remise	remiss
rendezvous	rendezvous
renitent	renitent
renitenz	renitent	renitence
renommee	renown
rentabel	rentable
rente	rent	renter
rentier	renter
rentieren	rectify	rent
reorganisation	reorganization
reparabel	reparable
reparation	reparation
repertoire	repertoire
report	report
reporter	report	reporter
repräsentant	representation	representative
repräsentation	representation
repräsentativ	representative
repräsentieren	representing
reproduktion	reproduction
reptil	reptile
reputation	reputation
requisit	requisit	requisite	requisition
reservat	reservation
reservation	reservation
reserve	reserve
residenz	residence
residieren	reside
resignation	resignation	designation
resignieren	resign
resistenz	resist
resolut	resolution	resolute
resolution	resolution
resonanz	resonance
respekt	respect
respektieren	respecting
respektive	respective
respektlos	respectless
respektvoll	respected	respectful
ressort	resort
ressource	resource	resources
rest	rest	resty	resist
restlos	restless
restriktion	restriction
restriktiv	restrictive
resultat	result	resultance
resultieren	resulting	result
retorte	retort
retrospektive	retrospective
rettich	resty
returnieren	return	returning
reue	rire
revanche	revanche
reversieren	revers
revier	revers
revisionist	revisionist
revolte	revolt	revolter
revoltieren	revolt	revolting
revolution	revolution
revolutionär	revolutionary
revolver	revolver	revolve
rezension	recension
rezept	recent
rezeption	reception
rezession	recession
reziprok	reciprocal
rhapsodie	rhapsody
rhetorisch	rhetoric
rhombus	rhombus	rhomb
rhone	rhone
rhythmen	rhythm
rhythmus	rhythm
riad	read	ready
ricke	rick
rieb	rob
rief	reef
rieseln	riser
riff	riff
riga	riga
rigoros	rigor	rigorous
rille	rill
rind	ring	rind
rinde	rind
ring	ring	rings
ringen	ring	ringed
ringförmig	ringlike
rippe	ripper
risiko	crisis
riskieren	risk
riß	rig	rig	rig
riß	rig	rig	rig
rissig	rising
riten	rite	rit
ritt	rit	rite
ritterlich	rite
ritual	ritual
rituale	ritual
rituell	ritual
rival	rival
rivalität	rivalry	rival
riviera	riviera
rizinus	ricin	ricinus
robbe	robber
robben	robber
robust	robust
roch	roc
rock	rocket	rock
rocker	rocker
roden	rod	rodent
roh	roman
rohmaterial	materials	material
rohr	rear	ruhr
rolläden	rolled
rollen	rolled	roller	roll
rolling	rolling
roman	roman	romans
romanisch	roman
romantik	romantic
romantisch	romantic
romanze	romancer	romance
römer	roman	rome
römisch	romish
rosa	rosa	rose	rosy
rose	rose	rosa
rosette	rosette
rosig	rose
rosine	rosin	rose
rost	rose
rot	rot	red	rote
rotation	rotation
röte	rut
rotieren	rating	rot	ratify
rotor	rotor
rotten	rotten
rotzen	rotten
route	route	rout
routine	routine	route
rübe	rove	rover
ruck	ruck	packet	rusk
rücken	proceed
ruder	rudder	rude
ruderer	rudder
rudern	rudder
rudert	rudder
rudimentär	rudimental
ruf	ruff
rugby	rugby
ruhen	ruhe
ruhig	ruhe
rühren	ruhr
rührung	ruhr
ruin	ruin	ruins
ruine	ruin	rue
ruinieren	ruin
ruinös	ruinous
rum	rum	rus
rumäne	roman
rumänien	romania
rummel	rumble	rump
rumpf	rump	romp
run	run	rung	rune
rund	round	rung
runden	round
rundlich	roundly
rundum	round
rune	run	rune	runner
ruß	rug
russe	russe
rußig	rue	roue	rue
russisch	russia	russe	russian
rüsten	rusted	rusty	rust
rüstig	rusty	rusted	rustic
rustikal	rustic	rust
rute	route	rout	rut
ruthenium	ruthenium
rutschen	rush
rutschig	rushing
saal	hall
saat	sait	sais
saatgut	baiting
sabbat	sabbat	sabbath
säbel	sable	saber	sabe
sabotage	sabotage
saboteur	saboteur
sacharin	saccharin
sacht	yacht
sack	sack	sac	back
sacken	sack	back
sadismus	sadist	sadism
sadist	sadist	sadistic
sadistisch	sadistic
säen	sea	seen	seed
safari	safari
saga	saga
sagen	sage	sag
sah	yah	ch	bah
saison	season
saite	sait	said
sakral	sacral
sakrament	sacrament
sakrileg	sacrilege
säkular	secular
salamander	salamander
salami	salami
salat	sale	salad
salbei	salve
salben	salve	salis
salden	bald
saldieren	balding
säle	sell
salm	salmon
salon	salon	saloon
salpeter	salpeter
salto	salto
salut	salute
salutieren	salute
salve	salve	salva	salvo
salz	salt
salzig	salto	salting
sambia	zambia
same	same	sam	yama
samt	sty	sty	sty
samt	sty	sty	sty
san	sang	sane
sanatorien	sanitorium	sanative
sanatorium	sanatory	sanitorium
sand	sandy	sand	sang
sandale	sandal
sandig	sandy
sandwich	sandwich
sanft	sanfte
sang	sang	yang
sänger	singer
sank	bank	yank
sanktion	sanction
santa	sante
sarajewo	sarajevo
saratoga	saratoga
sardine	sardine
särge	serge
sarkastisch	sarcastic
saß	sag	rag	sass
satan	satan	satanic	satang
satanisch	satanic	satan
satellit	satellite
satin	satin	see
satinieren	satin
satire	satire
satirisch	satirically
satt	sat	sate
sättel	settle
satteln	batter	battle
sättigen	setting
sattler	battle
saturation	saturation
saturn	saturn
satyr	satyr
satz	sat	sand
sätze	set	sat	sit
sau	se	ze
sauce	sauce	saucer
saudi	saudi
säue	sere
sauer	saurian
sauerei	saury
säuerlich	sere
säule	seel	seelen
saum	sup
sauna	sauna
saurier	saurian	sauria
scanner	scanner
schaben	scrape	shaven
schach	shed
schacht	shaft
schaden	shad	shade	shady
schaden	shad	shade	shady
schäden	shed
schah	shah
schakal	jackal
schäkerei	shaker
schäkern	shaker	shaken
schalk	chalk
schall	shall
schälle	shell
schallen	shall
scham	sham	shame
schämen	sham	schema
schänden	shend
schanghai	shanghai
schar	shar	share	char
scharen	share	shares	shar
schären	share
scharge	charge
schärpe	sharp	sharpen
scharren	share	shares	shared
schatten	shattery	shatter
schattieren	shattery
schattierung	shattery
schatz	chat
schätzen	shattery
schätzer	shattery	shatter
scheck	check
scheit	she
schellen	shell
schema	schema	scheme
schematisch	schematic
scheme	scheme	schema
schemel	scheme	schema
schemen	schema	scheme
schenken	schenk
schenkung	schenk	shank
scherge	serge
scheuen	shire
schicken	chicken
schied	shed
schief	chief
schien	shin	screen
schienen	screen
schierling	shingling
schiiten	shiite
schild	child
schilf	shelf
schimmel	shimmer
schimmeln	shimmer
schimmer	shimmer
schimmern	shimmer
schinder	cinder
schirm	squirm
schirmen	squirm
schlacken	schlock
schleppen	schlep
schmal	small
schmalz	smalt
schmelz	smelt
schmelzerei	smelter
schmerz	smart
schmerzen	smarten
schmerzlich	smartly
schmierung	sm
schmuggel	smuggling	smuggle
schmuggelei	smuggle
schmuggeln	smuggling	smuggle
schmuggler	smuggler
schmutz	smut
schnauzer	schnauzer
schniefen	chief
schock	shock
schockieren	shock	shocking
scholastiker	scholastic
schon	shot
schonzeit	sconce
schopf	shop
schoppen	shop
schoß	shog	dog	dorm
schote	shot	scot	shots
schott	shot	scott	scot
schotte	shot	scott	scot
schrift	shrift
schriftart	shrift
schrill	shrill
schrot	shred
schrubben	shrubbery
schrullig	shrilling
schub	chub
schübe	shove
schuf	chuff
schuld	should
schulden	should
schute	shout	shut
schutt	shout	shut
schütten	shot
schutz	shout	shut
schwabe	swab
schwäbin	swab
schwäbisch	swab
schwach	swale
schwade	swad
schwälle	swell
schwan	swan
schwäne	swan	swans
schwang	swan	swans	swing
schwanger	swinger
schwank	swank
schwänke	swank
schwanken	swank
schwappen	swap
schwarm	swarm
schwärmen	swarm
schwarte	swart	sward
schwarz	swart
schwatz	swat
schwätzer	swatter
schwede	swede	sweden
schwedisch	swede
schwein	swain
schweinisch	swain
schwellen	swell
schwenk	swank
schwer	swan
schwert	sword
schwindel	didder
schwindeln	didder	swindle
schwindler	swindler
schwindlig	swindle
schwingen	swing
schwung	swoon
scratchpad	scratchpad
sediment	sediment
see	see	sea	seer
seele	seel	seale	seal
seelisch	seel
segment	segment
sehr	sear
seid	side	hide
seide	side
seidel	seidel
seiden	side
seidig	siding
seil	seine	sail
seim	him
sein	seine	sin
sein	seine	sin
seinerzeit	sinner
seist	hist
seit	direct	se
seite	direct	site
seither	hither	hitler	dither
seitlich	directly
sekante	second	secant
sekret	secret	secrete
sekretariat	secretariat
sekt	sect	sec	sects
sektion	section
sektor	sector
sekunde	second
sekundieren	second
selektieren	select
selektion	selection
selektiv	selective	selectively
selten	salty
seltenheit	sentence
semantisch	semantic	sematic
semester	semester
semiformal	semiformal
semikolon	semicolon
seminar	seminar	seminary	seminarian
semiotik	semiology
semiotisch	semiotic
semit	semite
senat	senate
senator	senator
senden	send	sender
sender	sender	send
sendung	sending
senegal	senegal
sengen	sing
senil	senile
senilität	senility
senior	senior
senken	sink
senker	sinker
senkung	sink
senner	sinner
sennerei	sinner
sensation	sensation
sensationell	sensational
sensibilität	sensibility
sensitiv	sensitive
sensor	sensory
sensorik	sensory
sentenziös	sententious
sentiment	sentiment
sentimental	sentimental
sentimentalität	sentimentality
seoul	seoul
separation	separation	separatio
separatist	separatist
september	september
septisch	septic
sequenz	sequence
serbien	serbia	serbian
serbisch	serbian	serbia
seren	ser	serene
serenade	serenade
serie	series	seria
seriell	serial	serially
serife	serif	sif
seriös	serious
serum	serum	sere	serous
service	service	services
servieren	serving	server	serve
serviererin	server
sessel	sess	ses
session	session
set	set	see	seat
setting	setting
setzer	setter
setzerei	setter
sex	sex	sexy
sextett	sextet
sexual	sexual
sexualität	sexual
sexuell	sexual	sexually
sexus	sexual
sezieren	sect
shell	shell
sheriff	sheriff
sherry	sherry
sibirier	siberia
sich	sic	sikh
sickern	sicken
sie	see	sic
sieben	sieve
siechen	seep	deep
siedeln	seeder
sieden	seed
sieder	seeder	seder
siedet	seeder
sieg	siege
siegel	siege
sieger	siege
siel	seel
signal	signally	signal
signet	signet
signieren	signify
signifikant	significant
signifikanz	significant
silbe	silver
silber	silver	silvery
silbern	silvern	silver
silikon	silicon
silo	silo
simpel	simple
simplex	simplex
simulation	simulation
simulator	simulator
sinai	sinai
sind	sind	sing	since
singen	sing
singular	singular
sinken	sink
sinn	sin	sinning	sen
sinnen	sin	sinned
sinnieren	sinning
sinnig	sinning	sinned
sinus	sinus	sine	sin
siphon	siphon
sippe	sippet
sir	sir	ser	sire
sirene	siren	serene	sirene
sirius	sirius
sirup	syrup
sitte	site	sit
sittig	site	sitting
situation	nation	situation
sitz	sit	sand
sizilianer	sicilian
sizilianisch	sicilian
skala	scale
skalen	scale
skaliert	scaled
skalp	scalp
skalpell	scalpel
skandal	scandal
skandinavien	scandinavia
skat	skate	scat
skelett	skeleton
skepsis	skeptic
skeptiker	skeptic
skeptisch	skeptic
sketch	sketch	sketchy
ski	ski	sky	skies
sklave	slave	slaves	slaver
sklaverei	slavery	slaver
sklavisch	slavic	slave
skript	script
skrupel	scruple
slalom	slalom
slawe	slav	slave	slaves
slawisch	slav	slavic
slip	slip
slogan	slogan
slowake	slovak
slowakisch	slovak
slowenen	sloven
slowenisch	sloven
slum	slum
smart	smart
smog	smog
smoking	smoking
snob	snob
so	son	so
socke	sock	socket	soccer
sockel	soccer
soda	soda
sodom	sodom
sodomie	sodomy
sofa	sofa	sofia	safe
sofia	sofia
software	software
sog	sough
sog	sough
solange	solan
sold	sold
sole	sole	sol	solus
soli	solito	sole
solide	solid
solidität	solidity
solist	sole	soloist
solitarität	solitariness
soll	sol
sollen	sullen
söller	seller	sell
solo	solo	solon	sole
solvent	solvent
solvenz	solvency	solvent
somalia	somalia
somit	some
sommer	summer	somme
sommerlich	somme
sonate	sonata
sonett	sonnet
sonne	son
sonnen	son
sonnig	sunny
sonntag	sunday
sonor	sonora
sophistisch	sophistic
sorte	sort	sorter
sortieren	sorting
sortierung	sort	sorting
souffle	souffle	souffl
soviel	novial	novel
sowas	nova
sozial	social
sozialismus	socialist	socialism
sozialist	socialist
sozialistisch	socialistic
sozietät	society
soziologisch	sociologically
sozius	socius
spaghetti	spaghetti
spalt	sport
spalten	sport
span	span
spandau	spandau
späne	span
spanisch	span
spann	span
spann	span
spannen	span
spant	span
sparen	spar	spared
sparer	spar	spared	spare
spärlich	sparely
sparre	spar
sparsam	sporous
sparta	sparta	spartan
spät	spat
spaten	spat
spatz	spat
spazieren	space	spacing
speck	speck
spedieren	sped
speer	speed	spear
spektakel	spectacle
spektakulär	spectacular
spektrum	spectrum
spektrum	spectrum
spekulation	speculation
spenden	spend	spence
spender	spencer	spend	spender
spendieren	spending	spend
sperma	sperm
spesen	spes
spezialist	specialist
spezialität	speciality
speziell	specially	special
spezies	species	specie
spezifikation	specification
spezifisch	specific
spezifiziert	specified
sphäre	sphere	sphery
spie	spy	spin
spiel	spiel
spielen	spiel
spieler	spiel	spieler
spielerei	spieler
spielerisch	spieler
spike	spice	spike	spic
spin	spin	spine
spindel	spindle
spinett	spinet
spinnen	spin
spinner	spinner
spinnerei	spinner
spion	spy
spirale	spiral
spiritismus	spiritualism
spirituosen	spirits
spital	spite
spitz	spit	spitz
spleen	spleen
splint	splint
splitt	split	splint
splittern	split
sponsor	sponsor
spooler	spool
sporadisch	sporadic
spore	spore
sporn	sport
sport	sport
spott	spot	spotty
spotten	spotty	spot
sprengen	spring
sprenkeln	spencer	sprinkle	sprinkling
springen	spring
springer	springer	springe
sprint	sprint	spring
sprinten	sprint
sprinter	sprint	sprinter
sprit	sprit	sprite
sprudeln	spender
sprung	sprung	spence	spring
sprünge	sprung
spur	spur	spurn
spüren	spur	spurn
spurt	spurt	spur
spurten	spurt
stab	stab
stäbe	stab
stabil	stabile	stative
stabilität	stability
stack	stack	stock
stadium	stadium
staffieren	stuffing
stahl	stael
stahl	stael
stall	stall	stable	stalls
stämme	stammer
stammeln	stammer
stammen	stamen
stand	stand	stance
standard	standard
stande	stand	stance	stands
stände	stand	stance	stands
ständer	stand	stance
stange	stage
stanzen	stanza	stance
stapel	staple
stapeln	staple	stop
stapfen	staff
star	star	stars
stark	stark
stärken	stark
stärker	starkers
stärkung	stark
starr	starry
starren	starry	stare
starrt	starry
start	start
starten	start
starter	start	starter
statik	static	star
statiker	static	statist
station	station
stationär	stationary
stationieren	station
statisch	static	state
statist	statist	statistic
statistik	statistics	statistical
statistiker	statistician
statistin	statistic
statistisch	statistical	statistic
stativ	stative	stated
statt	state	date
stätte	state	states	stated
statten	state	stated	states
statue	statue
statuieren	statue
statur	static
status	status	state
statut	statute
staub	daub	daube
steak	steak	speak
stechen	step
stecken	stick
stehlen	steal
stein	stein	stone	stain
steinig	stone
stemmen	stemma
stempeln	stamp
stenografisch	stenography
stenographieren	stenography
stenographisch	stenography
steppen	step	steppe
sterben	stable
stereo	stereo
stereotyp	stereotype
sterilität	sterility
steroide	steroid
stet	stet
stets	stet
steward	steward
stewardeß	stewardess	stewardess
stich	sty
sticken	stick	sicken
stickig	sticky	sticking	stickily
stieg	siege
stiege	siege
stiehlt	stealth
stiel	steel	steely
stier	steer
stieren	sting
stift	sift
stifter	sifter
stigma	stigma
stil	style	stilly
stilistisch	stylistic
still	still	stilly	stille
stillen	still	stille
stillung	stilly
stimulation	stimulation
stinken	stink
stirn	stir	stern
stochastisch	stochastic
stock	stock	shock
stocken	stock	shock
stoff	staff	stiff
stoiker	stoic
stola	stole	stone
stopp	stopple
stoppen	shop	stop
storch	stork	stark
stornieren	shorn
